1,"עשרות אנשים מגיעים מ תאילנד ל ישראל כש הם נרשמים כ מתנדבים , אך למעשה משמשים עובדים שכירים זולים .","עשרות אנשים מגיעים מ תאילנד ל ישראל כש הם נרשמים כ מתנדבים , אך למעשה משמשים עובדים שכירים זולים .",1
5409,פרוף מרין טען ש ה דבר נעשה מ חוץ ל שעות ה עבודה שלו .,פרוף מרין טען ש ה דבר נעשה מ חוץ ל שעות ה עבודה של הוא .,5390
5410,"ל דברי יו""ר מועצת ה מנהלים של ה קופה , ד""ר מקסים שיינפלד , "" עם כל ה הערכה ליושרו של מרין , אין לנו ספק ש עבודה ב שני ה מוסדות תיצור ניגוד אינטרסים "" .","ל דברי יו""ר מועצת ה מנהלים של ה קופה , ד""ר מקסים שיינפלד , "" עם כל ה הערכה ל יושרו של מרין , אין לנו ספק ש עבודה ב שני ה מוסדות תיצור ניגוד אינטרסים "" .",5391
5411,"שיינפלד אף הביע פליאתו על דברי ראש ה עירייה , ו הטעים כי "" ה מדובר ב עניין עקרוני של כיבוד הסכמים ו שמירה על רפואה ציבורית "" .","שיינפלד אף הביע פליאתו על דברי ראש ה עירייה , ו הטעים כי "" ה מדובר ב עניין עקרוני של כיבוד הסכמים ו שמירה על רפואה ציבורית "" .",5392
5412,דוברת קופת חולים ב חיפה ו ה צפון יוכי באואר מסרה כי קופת חולים ה כללית פיטרה את פרוף מרין מכיוון ש ביצע ניתוחים פרטיים בניגוד ל הסכם מפורש עמו .,דוברת קופת חולים ב חיפה ו ה צפון יוכי באואר מסרה כי קופת חולים ה כללית פיטרה את פרוף מרין מכיוון ש ביצע ניתוחים פרטיים בניגוד ל הסכם מפורש עם הוא .,5393
5413,"לטענתה התנגד בשעתו פרוף מרין ב חוות דעת ש הגיש ל וועדת מומחים , ל פתיחת מחלקת לב ב בית ה חולים ה ציבורי קפלן ב רחובות .","ל טענתה התנגד בשעתו פרוף מרין ב חוות דעת ש הגיש ל וועדת מומחים , ל פתיחת מחלקת לב ב בית ה חולים ה ציבורי קפלן ב רחובות .",5394
5414,"בה ב שעה , אמרה ה דוברת , הוא לא היסס להמליץ ב חוות דעת משפטית על ה צורך ב מחלקה נוספת ב חיפה ב בית ה חולים חורב , על אף ש פועלות ב ה_ עיר כבר שתי מחלקות ב בתי חולים ציבוריים .","ב היא ב שעה , אמרה ה דוברת , הוא לא היסס להמליץ ב חוות דעת משפטית על ה צורך ב מחלקה נוספת ב חיפה ב בית ה חולים חורב , על אף ש פועלות ב ה עיר כבר שתי מחלקות ב בתי חולים ציבוריים .",5395
5415,פרוף שפירא אמר ש הנהלת קופת חולים מוכנה לקבל את פרוף מרין חזרה ל ה_ עבודה אם יפסיק לנתח ב ה_ מרכז ה רפואי ה פרטי .,פרוף שפירא אמר ש הנהלת קופת חולים מוכנה לקבל את פרוף מרין חזרה ל ה עבודה אם יפסיק לנתח ב ה מרכז ה רפואי ה פרטי .,5396
5416,"פרוף מרין סירב להגיב ב סוף ה שבוע , אך ב ראיון ש התפרסם שלשום ב "" כלבו "" הוא אמר : "" כל רצוני היה ש יאפשרו לי לאחר התמסרות של שמונה שנים לנתח גם ב מרכז חורב .","פרוף מרין סירב להגיב ב סוף ה שבוע , אך ב ראיון ש התפרסם שלשום ב "" כלבו "" הוא אמר : "" כל רצוני היה ש יאפשרו ל אני לאחר התמסרות של שמונה שנים לנתח גם ב מרכז חורב .",5397
5417,הודעתי ש אני מוותר על ה פיצוי ה כספי עקב אובדן הכנסה .,הודעתי ש אני מוותר על ה פיצוי ה כספי עקב אובדן הכנסה .,5398
5418,התחייבתי ש ה קצב ה שבועי של ה ניתוחים ב בית ה חולים כרמל יישאר ברמתו ו אף יגדל .,התחייבתי ש ה קצב ה שבועי של ה ניתוחים ב בית ה חולים כרמל יישאר ב רמתו ו אף יגדל .,5399
5419,התחייבתי גם ש כל ניתוח פרטי ייערך ב ימים ו ב שעות ש אין בהם ניתוחים ב ב בית ה חולים כרמל .,התחייבתי גם ש כל ניתוח פרטי ייערך ב ימים ו ב שעות ש אין ב הם ניתוחים ב ב בית ה חולים כרמל .,5400
5420,"ה סידור ש הצעתי היה טוב ל קופ""ח ו טוב ל ה_ חולים .","ה סידור ש הצעתי היה טוב ל קופ""ח ו טוב ל ה חולים .",5401
5421,אבל שום דבר לא עזר .,אבל שום דבר לא עזר .,5402
5422,"אין לי שמץ של מושג מדוע מתנכלים דווקא לי , ו אני מעדיף לא לתת ל זה כרגע פירושים "" .","אין ל אני שמץ של מושג מדוע מתנכלים דווקא ל אני , ו אני מעדיף לא לתת ל זה כרגע פירושים "" .",5403
5423,"פרויקטים חדשים ב מחקר ו פיתוח ב היקף כולל של שמונה מיליון דולר , ה משותפים ל חברות ישראליות ו אמריקאיות , יוגשו ל מועצת ה מנהלים של ה קרן ה דו - לאומית ל מו""ף ישראל - ארה""ב ש תתכנס השבוע ב ירושלים .","פרויקטים חדשים ב מחקר ו פיתוח ב היקף כולל של שמונה מיליון דולר , ה משותפים ל חברות ישראליות ו אמריקאיות , יוגשו ל מועצת ה מנהלים של ה קרן ה דו - לאומית ל מו""ף ישראל - ארה""ב ש תתכנס השבוע ב ירושלים .",5404
5424,"ה פרויקטים הם ב תחומי אלקטרוניקה , מחשבים , תוכנה , טלקומוניקציה ו מערכות בקרה .","ה פרויקטים הם ב תחומי אלקטרוניקה , מחשבים , תוכנה , טלקומוניקציה ו מערכות בקרה .",5405
5425,"את ישראל מייצגים ב ה_ קרן מנכ""לי משרדי ה תעשייה ו ה אוצר ו ה מדען ה ראשי של משרד ה תעשייה ו ה מסחר .","את ישראל מייצגים ב ה קרן מנכ""לי משרדי ה תעשייה ו ה אוצר ו ה מדען ה ראשי של משרד ה תעשייה ו ה מסחר .",5406
5426,"את ארה""ב מייצגים נציגי משרד ה תעשייה , ה חוץ , ו מכון ה תקנים ה אמריקאי .","את ארה""ב מייצגים נציגי משרד ה תעשייה , ה חוץ , ו מכון ה תקנים ה אמריקאי .",5407
5427,"צבי קורן , מנכ""ל משרד ה תעשייה , ציין כי משרדו נותן עדיפויות ל פרויקטים בהם משתפות פעולה חברות אמריקאיות חדשות , עם חברות ישראליות .","צבי קורן , מנכ""ל משרד ה תעשייה , ציין כי משרדו נותן עדיפויות ל פרויקטים ב הם משתפות פעולה חברות אמריקאיות חדשות , עם חברות ישראליות .",5408
5428,"ב שנת 1990 , יגיעו ה מכירות ה מצטברות מ פיתוחים ב עזרת ה קרן ל ה_ סכום ה קרוב ל כ מיליארד דולר .","ב שנת 1990 , יגיעו ה מכירות ה מצטברות מ פיתוחים ב עזרת ה קרן ל ה סכום ה קרוב ל כ מיליארד דולר .",5409
5429,ה קרן ה דו - לאומית ל מחקר ו פיתוח הוקמה ב שנת 1977 .,ה קרן ה דו - לאומית ל מחקר ו פיתוח הוקמה ב שנת 1977 .,5410
5430,"ב שנה זו , הפקידו ארה""ב ו ישראל כל אחד 30 מיליון דולר ב ה_ קרן , כש ה ריבית על ה השקעה משמשת ל מימון פרויקטים משותפים ב תחום ה מחקר ו ה פיתוח .","ב שנה זו , הפקידו ארה""ב ו ישראל כל אחד 30 מיליון דולר ב ה קרן , כש ה ריבית על ה השקעה משמשת ל מימון פרויקטים משותפים ב תחום ה מחקר ו ה פיתוח .",5411
5431,"ב מרוצת ה זמן , הועלה סכום ה קרן ל 110 מיליון דולר .","ב מרוצת ה זמן , הועלה סכום ה קרן ל 110 מיליון דולר .",5412
5432,"בוקר אחד , לפני כ חמישה חודשים , התייצבו סרגיי , ווליה , מישה ו שתי מזוודות על ה דשא של קיבוץ רוחמה .",,
5433,"סרגיי דוברוביצקי , רופא קרדיולוג בעל ותק של 11 שנים ב בריה""ם , נתון עתה בעיצומן של בחינות ב בתי - חולים שונים ב רחבי ה ארץ ; רעייתו ווליה , מהנדסת פנאומטיקה הידראולית , עבדה ב בריה""ם ב מפעל - ענק ל ייצור חלקים ל ספוטניק , ו עתה היא מחפשת דרכים להשתלב כאן ב ה_ תחום ה מאוד ספציפי שלה ; בנם מישה בן ה 8 היה בינתיים ל מיכאל , ו ב סיוע ה קיבוץ עבר גם ברית מילה , "" כדי ש לא יהפוך ל אטרקציה ב ה_ מקלחת ה משותפת "" .",,
5434,בני משפחת דוברוביצקי זכו למצות עד תום את מושג ה קליטה ה ישירה .,בני משפחת דוברוביצקי זכו למצות עד תום את מושג ה קליטה ה ישירה .,5413
5435,"ל ישראל הם הגיעו ב 28 ב מאי , ו ב יום ה מחרת כבר צפו מ מרפסת ביתה של אחותו של סרגיי ב נחיתת ה מחבלים ב חוף ניצנים .",,
5436,שבועיים מאוחר יותר התייצבו ב ה_ קיבוץ .,,
5437,"ב כך היו ל שלושה מבין כ 1,008 ה עולים ה עושים את צעדי ה קליטה ה ראשונים ב ישראל ב מסגרת ה תנועה ה קיבוצית .","ב כך היו ל שלושה מבין כ 1,008 ה עולים ה עושים את צעדי ה קליטה ה ראשונים ב ישראל ב מסגרת ה תנועה ה קיבוצית .",5414
5438,"צעד קטן ל ה_ קליטה , ש הוא צעד גדול ל ה_ קיבוץ , ה מתקשה עדיין להתמודד עם משימת ה קליטה .","צעד קטן ל ה קליטה , ש הוא צעד גדול ל ה קיבוץ , ה מתקשה עדיין להתמודד עם משימת ה קליטה .",5415
5439,"ב דיון ש התקיים לא מ כבר ב מכון ון - ליר ב נושא "" ה יהיה ה קיבוץ קיים ב ה_ מאה ה 21 "" , כרך ה פרוף ל כלכלה אסף רזין את עתידו של ה קיבוץ בעתידה של ה עלייה .",,
5440,""" מה ש סיפק ב ה_ עבר את ה דלק ל ה_ קיבוצים הן ה משימות ה לאומיות ש נטל על עצמו .",""" מה ש סיפק ב ה עבר את ה דלק ל ה קיבוצים הן ה משימות ה לאומיות ש נטל על עצמו .",5416
5441,"גם עתה יכול ה קיבוץ להפיק מ קליטת ה עלייה תועלת חברתית ו כלכלית , כמו גם השפעה פוליטית "" .","גם עתה יכול ה קיבוץ להפיק מ קליטת ה עלייה תועלת חברתית ו כלכלית , כמו גם השפעה פוליטית "" .",5417
5442,פרוף רזין היה ה יחיד ש הצביע על תרומת ה קליטה ל ה_ קיבוץ .,פרוף רזין היה ה יחיד ש הצביע על תרומת ה קליטה ל ה קיבוץ .,5418
5443,"יתר ה דוברים ב ה_ דיון , נציגי ה תנועות ה קיבוציות , לא הפנימו עדיין את ה קליטה כ מרכיב מכריע ב תהליך שיקומם והישרדותם של ה קיבוצים .","יתר ה דוברים ב ה דיון , נציגי ה תנועות ה קיבוציות , לא הפנימו עדיין את ה קליטה כ מרכיב מכריע ב תהליך שיקומם ו הישרדותם של ה קיבוצים .",5419
5444,"במשך חודשים ארוכים התארגנה ה תנועה ה קיבוצית על שלוש זרועותיה ה תק""ם , ה קיבוץ ה ארצי ו ה קיבוץ ה דתי ל ה_ פרויקט ה משותף של "" בית ראשון ב ה_ מולדת "" .",,
